row_id,split,cluster
821,train,1
822,train,2
823,train,2
824,train,0
825,train,1
826,train,1
827,train,0
828,train,0
829,train,2
830,train,0
831,train,1
832,train,0
833,train,1
834,train,0
835,train,1
836,train,2
837,train,1
838,train,0
839,train,1
840,train,1
841,train,1
842,train,0
843,train,2
844,train,0
845,train,0
846,train,0
847,train,1
848,train,1
849,train,0
850,train,2
851,train,1
852,train,2
853,train,2
854,train,2
855,train,2
856,train,1
857,train,0
858,train,1
859,train,1
860,train,1
861,train,1
862,train,2
863,train,0
864,train,1
865,train,0
866,train,1
867,train,0
868,train,1
869,train,2
870,train,1
871,train,1
872,train,0
873,train,1
874,train,1
875,train,1
876,train,0
877,train,1
878,train,0
879,train,1
880,train,1
881,train,1
882,train,0
883,train,0
884,train,0
885,train,0
886,train,0
887,train,0
888,train,2
889,train,2
890,train,2
891,train,2
892,train,0
893,train,0
894,train,1
895,train,1
896,train,0
897,train,2
898,train,1
899,train,0
900,train,0
901,train,1
902,train,0
903,train,0
904,train,1
905,train,2
906,train,2
907,train,0
908,train,0
909,train,0
910,train,2
911,train,1
912,train,2
913,train,0
914,train,1
915,train,1
916,train,1
917,train,0
918,train,1
919,train,1
920,train,1
921,train,0
922,train,1
923,train,0
924,train,2
925,train,1
926,train,0
927,train,1
928,train,1
929,train,0
930,train,2
931,train,1
932,train,1
933,train,0
934,train,1
935,train,2
936,train,0
937,train,0
938,train,1
939,train,1
940,train,1
941,train,2
942,train,0
943,train,2
944,train,1
945,train,0
946,train,2
947,train,0
948,train,1
949,train,1
950,train,1
951,train,1
952,train,0
953,train,2
954,train,2
955,train,0
956,train,1
957,train,2
958,train,1
959,train,0
960,train,1
961,train,0
962,train,1
963,train,1
964,train,0
965,train,2
966,train,0
967,train,1
968,train,2
969,train,1
970,train,1
971,train,1
972,train,1
973,train,1
974,train,0
975,train,2
976,train,0
977,train,2
978,train,0
979,train,2
980,train,2
981,train,1
982,train,2
983,train,2
984,train,1
985,train,2
986,train,2
987,train,0
988,train,1
989,train,0
990,train,1
991,train,0
992,train,1
993,train,2
994,train,1
995,train,0
996,train,1
997,train,1
998,train,2
999,train,0
1000,train,0
1001,train,1
1002,train,0
1003,train,1
1004,train,2
1005,train,1
1006,train,1
1007,train,0
1008,train,0
1009,train,2
1010,train,1
1011,train,2
1012,train,1
1013,train,1
1014,train,0
1015,train,2
1016,train,0
1017,train,1
1018,train,1
1019,train,1
1020,train,1
1021,train,2
1022,train,1
1023,train,0
1024,train,1
1025,train,2
1026,train,0
1027,train,0
1028,train,0
1029,train,1
1030,train,1
1031,train,0
1032,train,2
1033,train,0
1034,train,1
1035,train,0
1036,train,2
1037,train,1
1038,train,0
1039,train,0
1040,train,0
1041,train,2
1042,train,2
1043,train,2
1044,train,2
1045,train,0
1046,train,1
1047,train,1
1048,train,0
1049,train,0
1050,train,0
1051,train,0
1052,train,1
1053,train,1
1054,train,1
1055,train,0
1056,train,0
1057,train,0
1058,train,1
1059,train,1
1060,train,0
1061,train,2
1062,train,0
1063,train,0
1064,train,2
1065,train,0
1066,train,1
1067,train,0
1068,train,0
1069,train,1
1070,train,0
1071,train,2
1072,train,1
1073,train,2
1074,train,1
1075,train,0
1076,train,0
1077,train,1
1078,train,1
1079,train,2
1080,train,0
1081,train,0
1082,train,0
1083,train,0
1084,train,2
1085,train,2
1086,train,0
1087,train,0
1088,train,0
1089,train,2
1090,train,1
1091,train,1
1092,train,0
1093,train,1
1094,train,2
1095,train,0
1096,train,0
1097,train,2
1098,train,2
1099,train,0
1100,train,0
1101,train,1
1102,train,1
1103,train,0
1104,train,1
1105,train,1
1106,train,0
1107,train,0
1108,train,1
1109,train,0
1110,train,0
1111,train,0
1112,train,2
1113,train,2
1114,train,1
1115,train,0
1116,train,0
1117,train,1
1118,train,0
1119,train,0
1120,train,0
1121,train,2
1122,train,0
1123,train,2
1124,train,2
1125,train,2
1126,train,2
1127,train,1
1128,train,1
1129,train,1
1130,train,0
1131,train,0
1132,train,2
1133,train,0
1134,train,0
1135,train,0
1136,train,0
1137,train,1
1138,train,2
1139,train,1
1140,train,0
1141,train,2
1142,train,1
1143,train,0
1144,train,2
1145,train,0
1146,train,0
1147,train,1
1148,train,1
1149,train,2
1150,train,1
1151,train,0
1152,train,0
1153,train,1
1154,train,0
1155,train,0
1156,train,2
1157,train,1
1158,train,0
1159,train,2
1160,train,1
1161,train,1
1162,train,0
1163,train,2
1164,train,0
1165,train,2
1166,train,2
1167,train,1
1168,train,0
1169,train,0
1170,train,1
1171,train,2
1172,train,1
1173,train,1
1174,train,2
1175,train,2
1176,train,0
1177,train,0
1178,train,1
1179,train,2
1180,train,2
1181,train,1
1182,train,0
1183,train,2
1184,train,0
1185,train,2
1186,train,2
1187,train,1
1188,train,2
1189,train,2
1190,train,2
1191,train,1
1192,train,1
1193,train,0
1194,train,1
1195,train,2
1196,train,1
1197,train,1
1198,train,0
1199,train,2
1200,train,2
1201,train,1
1202,train,2
1203,train,1
1204,train,1
1205,train,0
1206,train,2
1207,train,0
1208,train,1
1209,train,0
1210,train,1
1211,train,0
1212,train,2
1213,train,0
1214,train,0
1215,train,0
1216,train,1
1217,train,0
1218,train,1
1219,train,0
1220,train,0
1221,train,0
1222,train,1
1223,train,2
1224,train,0
1225,train,1
1226,train,2
1227,train,2
1228,train,2
1229,train,0
1230,train,1
1231,train,1
1232,train,2
1233,train,2
1234,train,1
1235,train,0
1236,train,1
1237,train,1
1238,train,0
1239,train,0
1240,train,1
1241,train,1
1242,train,1
1243,train,0
1244,train,2
1245,train,0
1246,train,1
1247,train,1
1248,train,1
1249,train,2
1250,train,0
1251,train,0
1252,train,2
1253,train,1
1254,train,1
1255,train,2
1256,train,2
1257,train,2
1258,train,0
1259,train,1
1260,train,0
1261,train,1
1262,train,0
1263,train,1
1264,train,1
1265,train,0
1266,train,0
1267,train,1
1268,train,2
1269,train,2
1270,train,0
1271,train,1
1272,train,2
1273,train,1
1274,train,2
1275,train,0
1276,train,0
1277,train,0
1278,train,1
1279,train,2
1280,train,1
1281,train,1
1282,train,0
1283,train,1
1284,train,0
1285,train,0
1286,train,1
1287,train,1
1288,train,0
1289,train,1
1290,train,0
1291,train,1
1292,train,2
1293,train,0
1294,train,0
1295,train,0
1296,train,1
1297,train,1
1298,train,1
1299,train,0
1300,train,0
1301,train,2
1302,train,0
1303,train,2
1304,train,1
1305,train,2
1306,train,1
1307,train,0
1308,train,1
1309,train,0
1310,train,0
1311,train,0
1312,train,0
1313,train,0
1314,train,0
1315,train,1
1316,train,0
1317,train,0
1318,train,2
1319,train,1
1320,train,0
1321,train,2
1322,train,2
1323,train,0
1324,train,1
1325,train,1
1326,train,1
1327,train,2
1328,train,1
1329,train,1
1330,train,2
1331,train,1
1332,train,2
1333,train,1
1334,train,1
1335,train,1
1336,train,0
1337,train,1
1338,train,2
1339,train,1
1340,train,2
1341,train,1
1342,train,0
1343,train,0
1344,train,2
1345,train,0
1346,train,0
1347,train,0
1348,train,0
1349,train,0
1350,train,2
1351,train,1
1352,train,0
1353,train,0
1354,train,0
1355,train,1
1356,train,0
1357,train,2
1358,train,0
1359,train,1
1360,train,1
1361,train,0
1362,train,0
1363,train,0
1364,train,1
1365,train,1
1366,train,1
1367,train,2
1368,train,1
1369,train,0
1370,train,1
1371,train,0
1372,train,2
1373,train,1
1374,train,0
1375,train,1
1376,train,2
1377,train,1
1378,train,1
1379,train,1
1380,train,2
1381,train,1
1382,train,1
1383,train,1
1384,train,0
1385,train,1
1386,train,0
1387,train,1
1388,train,1
1389,train,1
1390,train,0
1391,train,2
1392,train,1
1393,train,2
1394,train,1
1395,train,2
1396,train,1
1397,train,0
1398,train,2
1399,train,2
1400,train,0
1401,train,2
1402,train,0
1403,train,0
1404,train,0
1405,train,2
1406,train,0
1407,train,1
1408,train,2
1409,train,2
1410,train,2
1411,train,2
1412,train,2
1413,train,0
1414,train,1
1415,train,0
1416,train,2
1417,train,0
1418,train,1
1419,train,0
1420,train,0
1421,train,1
1422,train,0
1423,train,1
1424,train,2
1425,train,0
1426,train,0
1427,train,0
1428,train,0
1429,train,2
1430,train,1
1431,train,2
1432,train,2
1433,train,1
1434,train,1
1435,train,2
1436,train,1
1437,train,2
1438,train,0
1439,train,0
1440,train,0
1441,train,1
1442,train,1
1443,train,1
1444,train,2
1445,train,0
1446,train,0
1447,train,0
1448,train,2
1449,train,0
1450,train,1
1451,train,0
1452,train,1
1453,train,1
1454,train,2
1455,train,2
1456,train,1
1457,train,0
1458,train,2
1459,train,2
1460,train,1
1461,train,0
1462,train,1
1463,train,1
1464,train,1
1465,train,1
1466,train,0
1467,train,0
1468,train,1
1469,train,2
1470,train,2
1471,train,0
1472,train,0
1473,train,0
1474,train,2
1475,train,0
1476,train,2
1477,train,0
1478,train,2
1479,train,0
1480,train,0
1481,train,1
1482,train,1
1483,train,1
1484,train,1
1485,train,1
1486,train,2
1487,train,0
1488,train,2
1489,train,1
1490,train,0
1491,train,0
1492,train,0
1493,train,2
1494,train,1
1495,train,2
1496,train,1
1497,train,0
1498,train,0
1499,train,1
1500,train,2
1501,train,2
1502,train,1
1503,train,0
1504,train,1
1505,train,0
1506,train,1
1507,train,0
1508,train,1
1509,train,1
1510,train,2
1511,train,1
1512,train,2
1513,train,1
1514,train,0
1515,train,1
1516,train,1
1517,train,2
1518,train,2
1519,train,0
1520,train,0
1521,train,1
1522,train,1
1523,train,0
1524,train,0
1525,train,1
1526,train,0
1527,train,0
1528,train,1
1529,train,0
1530,train,2
1531,train,1
1532,train,0
1533,train,1
1534,train,1
1535,train,0
1536,train,1
1537,train,1
1538,train,2
1539,train,2
1540,train,0
1541,train,2
1542,train,1
1543,train,0
1544,train,1
1545,train,2
1546,train,1
1547,train,0
1548,train,1
1549,train,2
1550,train,0
1551,train,2
1552,train,2
1553,train,2
1554,train,0
1555,train,1
1556,train,0
1557,train,0
1558,train,1
1559,train,1
1560,train,0
1561,train,1
1562,train,1
1563,train,0
1564,train,2
1565,train,2
1566,train,0
1567,train,2
1568,train,0
1569,train,0
1570,train,2
1571,train,2
1572,train,1
1573,train,1
1574,train,0
1575,train,1
1576,train,1
1577,train,2
1578,train,2
1579,train,2
1580,train,2
1581,train,0
1582,train,2
1583,train,1
1584,train,1
1585,train,1
1586,train,2
1587,train,1
1588,train,0
1589,train,1
1590,train,1
1591,train,1
1592,train,1
1593,train,0
1594,train,2
1595,train,1
1596,train,0
1597,train,2
1598,train,1
1599,train,0
1600,train,0
1601,train,2
1602,train,2
1603,train,1
1604,train,1
1605,train,1
1606,train,0
1607,train,1
1608,train,0
1609,train,1
1610,train,0
1611,train,2
1612,train,1
1613,train,0
1614,train,0
1615,train,2
1616,train,0
1617,train,2
1618,train,1
1619,train,1
1620,train,1
1621,train,2
1622,train,0
1623,train,0
1624,train,1
1625,train,1
1626,train,1
1627,train,2
1628,train,1
1629,train,0
1630,train,0
1631,train,0
1632,train,0
1633,train,1
1634,train,1
1635,train,2
1636,train,0
1637,train,2
1638,train,0
1639,train,0
1640,train,0
1641,train,2
1642,train,0
1643,train,1
1644,train,2
1645,train,0
1646,train,1
1647,train,1
1648,train,1
1649,train,2
1650,train,0
1651,train,2
1652,train,0
1653,train,1
1654,train,0
1655,train,1
1656,train,0
1657,train,1
1658,train,1
1659,train,0
1660,train,2
1661,train,1
1662,train,1
1663,train,1
1664,train,1
1665,train,1
1666,train,0
1667,train,1
1668,train,0
1669,train,2
1670,train,1
1671,train,0
1672,train,1
1673,train,1
1674,train,1
1675,train,2
1676,train,1
1677,train,0
1678,train,1
1679,train,1
1680,train,1
1681,train,0
1682,train,1
1683,train,1
1684,train,1
1685,train,0
1686,train,0
1687,train,2
1688,train,0
1689,train,1
1690,train,2
1691,train,1
1692,train,1
1693,train,1
1694,train,1
1695,train,0
1696,train,1
1697,train,1
1698,train,2
1699,train,0
1700,train,1
1701,train,0
1702,train,1
1703,train,1
1704,train,1
1705,train,0
1706,train,0
1707,train,0
1708,train,1
1709,train,1
1710,train,2
1711,train,1
1712,train,1
1713,train,0
1714,train,1
1715,train,0
1716,train,1
1717,train,0
1718,train,1
1719,train,2
1720,train,1
1721,train,1
1722,train,2
1723,train,1
1724,train,1
1725,train,0
1726,train,1
1727,train,1
1728,train,0
1729,train,0
1730,train,0
1731,train,1
1732,train,2
1733,train,0
1734,train,0
1735,train,1
1736,train,0
1737,train,2
1738,train,0
1739,train,0
1740,train,1
1741,train,1
1742,train,2
1743,train,1
1744,train,1
1745,train,0
1746,train,1
1747,train,0
1748,train,0
1749,train,0
1750,train,0
1751,train,0
1752,train,1
1753,train,2
1754,train,1
1755,train,2
1756,train,1
1757,train,2
1758,train,1
1759,train,2
1760,train,0
1761,train,0
1762,train,0
1763,train,2
1764,train,1
1765,train,2
1766,train,1
1767,train,0
1768,train,2
1769,train,2
1770,train,2
1771,train,1
1772,train,0
1773,train,1
1774,train,0
1775,train,1
1776,train,0
1777,train,1
1778,train,0
1779,train,1
1780,train,2
1781,train,2
1782,train,1
1783,train,1
1784,train,0
1785,train,2
1786,train,0
1787,train,1
1788,train,0
1789,train,0
1790,train,1
1791,train,1
1792,train,0
1793,train,0
1794,train,0
1795,train,0
1796,train,1
1797,train,1
1798,train,0
1799,train,1
1800,train,1
1801,train,1
1802,train,1
1803,train,2
1804,train,1
1805,train,2
1806,train,0
1807,train,1
1808,train,1
1809,train,0
1810,train,2
1811,train,2
1812,train,0
1813,train,1
1814,train,1
1815,train,2
1816,train,0
1817,train,0
1818,train,2
1819,train,1
1820,train,1
1821,train,1
1822,train,0
1823,train,0
1824,train,2
1825,train,1
1826,train,1
1827,train,0
1828,train,1
1829,train,0
1830,train,1
1831,train,2
1832,train,0
1833,train,1
1834,train,0
1835,train,0
1836,train,0
1837,train,1
1838,train,1
1839,train,2
1840,train,1
1841,train,1
1842,train,1
1843,train,0
1844,train,2
1845,train,2
1846,train,2
1847,train,0
1848,train,2
1849,train,1
1850,train,0
1851,train,1
1852,train,1
1853,train,2
1854,train,1
1855,train,0
1856,train,1
1857,train,0
1858,train,1
1859,train,1
1860,train,2
1861,train,0
1862,train,0
1863,train,1
1864,train,0
1865,train,2
1866,train,1
1867,train,2
1868,train,0
1869,train,1
1870,train,2
1871,train,0
1872,train,0
1873,train,2
1874,train,1
1875,train,1
1876,train,2
1877,train,2
1878,train,1
1879,train,0
1880,train,0
1881,train,2
1882,train,1
1883,train,1
1884,train,1
1885,train,2
1886,train,0
1887,train,0
1888,train,2
1889,train,1
1890,train,2
1891,train,2
1892,train,1
1893,train,2
1894,train,2
1895,train,0
1896,train,0
1897,train,1
1898,train,1
1899,train,0
1900,train,2
1901,train,0
1902,train,2
1903,train,2
1904,train,2
1905,train,0
1906,train,1
1907,train,1
1908,train,2
1909,train,0
1910,train,0
1911,train,2
1912,train,0
1913,train,1
1914,train,0
1915,train,1
1916,train,0
1917,train,1
1918,train,0
1919,train,2
1920,train,0
1921,train,0
1922,train,0
1923,train,2
1924,train,1
1925,train,1
1926,train,1
1927,train,1
1928,train,2
1929,train,2
1930,train,0
1931,train,0
1932,train,0
1933,train,0
1934,train,1
1935,train,0
1936,train,0
1937,train,0
1938,train,1
1939,train,2
1940,train,2
1941,train,2
1942,train,0
1943,train,1
1944,train,0
1945,train,0
1946,train,1
1947,train,2
1948,train,1
1949,train,1
1950,train,2
1951,train,1
1952,train,0
1953,train,1
1954,train,1
1955,train,1
1956,train,2
1957,train,1
1958,train,0
1959,train,0
1960,train,2
1961,train,1
1962,train,2
1963,train,0
1964,train,0
1965,train,0
1966,train,1
1967,train,2
1968,train,0
1969,train,2
1970,train,1
1971,train,0
1972,train,1
1973,train,0
1974,train,2
1975,train,2
1976,train,0
1977,train,0
1978,train,2
1979,train,0
1980,train,2
1981,train,0
1982,train,1
1983,train,2
1984,train,0
1985,train,1
1986,train,2
1987,train,1
1988,train,0
1989,train,0
1990,train,1
1991,train,1
1992,train,0
1993,train,1
1994,train,1
1995,train,1
1996,train,2
1997,train,2
1998,train,1
1999,train,0
2000,train,0
2001,train,1
2002,train,2
2003,train,1
2004,train,0
2005,train,2
2006,train,1
2007,train,2
2008,train,0
2009,train,1
2010,train,2
2011,train,2
2012,train,1
2013,train,1
2014,train,2
2015,train,1
2016,train,0
2017,train,2
2018,train,2
2019,train,2
2020,train,0
2021,train,0
2022,train,0
2023,train,1
2024,train,1
2025,train,0
2026,train,2
2027,train,1
2028,train,2
2029,train,0
2030,train,0
2031,train,1
2032,train,2
2033,train,2
2034,train,0
2035,train,1
2036,train,2
2037,train,0
2038,train,1
2039,train,1
2040,train,2
2041,train,1
2042,train,2
2043,train,0
2044,train,2
2045,train,1
2046,train,1
2047,train,1
2048,train,0
2049,train,0
2050,train,1
2051,train,1
2052,train,2
2053,train,0
2054,train,2
2055,train,1
2056,train,2
2057,train,2
2058,train,1
2059,train,2
2060,train,1
2061,train,0
2062,train,2
2063,train,1
2064,train,2
2065,train,1
2066,train,0
2067,train,0
2068,train,0
2069,train,2
2070,train,2
2071,train,1
2072,train,0
2073,train,0
2074,train,1
2075,train,2
2076,train,1
2077,train,2
2078,train,0
2079,train,2
2080,train,0
2081,train,0
2082,train,1
2083,train,0
2084,train,1
2085,train,1
2086,train,2
2087,train,2
2088,train,0
2089,train,0
2090,train,1
2091,train,2
2092,train,1
2093,train,2
2094,train,2
2095,train,2
2096,train,2
2097,train,1
2098,train,2
2099,train,0
2100,train,0
2101,train,2
2102,train,2
2103,train,2
2104,train,1
2105,train,1
2106,train,2
2107,train,1
2108,train,0
2109,train,1
2110,train,0
2111,train,0
2112,train,1
2113,train,2
2114,train,1
2115,train,1
2116,train,2
2117,train,0
2118,train,1
2119,train,1
2120,train,2
2121,train,1
2122,train,2
2123,train,2
2124,train,2
2125,train,2
2126,train,2
2127,train,0
2128,train,2
2129,train,1
2130,train,1
2131,train,1
2132,train,1
2133,train,1
2134,train,2
2135,train,1
2136,train,2
2137,train,2
2138,train,1
2139,train,0
