row_id,split,cluster,digital_stage,digital_stage_name
93,train,0,2,2단계_부분_적응
94,train,2,3,3단계_자립_적응
95,train,0,2,2단계_부분_적응
96,train,2,3,3단계_자립_적응
97,train,0,2,2단계_부분_적응
98,train,0,2,2단계_부분_적응
99,train,0,2,2단계_부분_적응
100,train,2,3,3단계_자립_적응
101,train,2,3,3단계_자립_적응
102,train,1,1,1단계_완전_소외
103,train,0,2,2단계_부분_적응
104,train,0,2,2단계_부분_적응
105,train,1,1,1단계_완전_소외
106,train,0,2,2단계_부분_적응
107,train,1,1,1단계_완전_소외
108,train,1,1,1단계_완전_소외
109,train,2,3,3단계_자립_적응
110,train,2,3,3단계_자립_적응
111,train,0,2,2단계_부분_적응
112,train,0,2,2단계_부분_적응
113,train,0,2,2단계_부분_적응
114,train,0,2,2단계_부분_적응
115,train,0,2,2단계_부분_적응
116,train,0,2,2단계_부분_적응
117,train,1,1,1단계_완전_소외
118,train,2,3,3단계_자립_적응
119,train,0,2,2단계_부분_적응
120,train,1,1,1단계_완전_소외
121,train,2,3,3단계_자립_적응
122,train,1,1,1단계_완전_소외
123,train,2,3,3단계_자립_적응
124,train,2,3,3단계_자립_적응
125,train,1,1,1단계_완전_소외
126,train,1,1,1단계_완전_소외
127,train,0,2,2단계_부분_적응
128,train,2,3,3단계_자립_적응
129,train,1,1,1단계_완전_소외
130,train,1,1,1단계_완전_소외
131,train,2,3,3단계_자립_적응
132,train,2,3,3단계_자립_적응
133,train,2,3,3단계_자립_적응
134,train,0,2,2단계_부분_적응
135,train,0,2,2단계_부분_적응
136,train,0,2,2단계_부분_적응
137,train,1,1,1단계_완전_소외
138,train,1,1,1단계_완전_소외
139,train,2,3,3단계_자립_적응
140,train,1,1,1단계_완전_소외
141,train,0,2,2단계_부분_적응
142,train,2,3,3단계_자립_적응
143,train,1,1,1단계_완전_소외
144,train,0,2,2단계_부분_적응
145,train,0,2,2단계_부분_적응
146,train,1,1,1단계_완전_소외
147,train,1,1,1단계_완전_소외
148,train,1,1,1단계_완전_소외
149,train,2,3,3단계_자립_적응
150,train,0,2,2단계_부분_적응
151,train,2,3,3단계_자립_적응
152,train,0,2,2단계_부분_적응
153,train,0,2,2단계_부분_적응
154,train,1,1,1단계_완전_소외
155,train,2,3,3단계_자립_적응
156,train,1,1,1단계_완전_소외
157,train,0,2,2단계_부분_적응
158,train,2,3,3단계_자립_적응
159,train,2,3,3단계_자립_적응
160,train,2,3,3단계_자립_적응
161,train,1,1,1단계_완전_소외
162,train,0,2,2단계_부분_적응
163,train,2,3,3단계_자립_적응
164,train,0,2,2단계_부분_적응
165,train,2,3,3단계_자립_적응
166,train,1,1,1단계_완전_소외
167,train,0,2,2단계_부분_적응
168,train,0,2,2단계_부분_적응
169,train,1,1,1단계_완전_소외
170,train,2,3,3단계_자립_적응
171,train,0,2,2단계_부분_적응
172,train,0,2,2단계_부분_적응
173,train,0,2,2단계_부분_적응
174,train,1,1,1단계_완전_소외
175,train,2,3,3단계_자립_적응
176,train,1,1,1단계_완전_소외
177,train,1,1,1단계_완전_소외
178,train,2,3,3단계_자립_적응
179,train,1,1,1단계_완전_소외
180,train,1,1,1단계_완전_소외
181,train,0,2,2단계_부분_적응
182,train,2,3,3단계_자립_적응
183,train,2,3,3단계_자립_적응
184,train,1,1,1단계_완전_소외
185,train,2,3,3단계_자립_적응
186,train,1,1,1단계_완전_소외
187,train,0,2,2단계_부분_적응
188,train,0,2,2단계_부분_적응
189,train,0,2,2단계_부분_적응
190,train,2,3,3단계_자립_적응
191,train,0,2,2단계_부분_적응
192,train,2,3,3단계_자립_적응
193,train,1,1,1단계_완전_소외
194,train,0,2,2단계_부분_적응
195,train,2,3,3단계_자립_적응
196,train,2,3,3단계_자립_적응
197,train,0,2,2단계_부분_적응
198,train,0,2,2단계_부분_적응
199,train,2,3,3단계_자립_적응
200,train,2,3,3단계_자립_적응
201,train,1,1,1단계_완전_소외
202,train,2,3,3단계_자립_적응
203,train,0,2,2단계_부분_적응
204,train,0,2,2단계_부분_적응
205,train,1,1,1단계_완전_소외
206,train,2,3,3단계_자립_적응
207,train,0,2,2단계_부분_적응
208,train,2,3,3단계_자립_적응
209,train,2,3,3단계_자립_적응
210,train,0,2,2단계_부분_적응
211,train,0,2,2단계_부분_적응
212,train,0,2,2단계_부분_적응
213,train,0,2,2단계_부분_적응
214,train,0,2,2단계_부분_적응
215,train,2,3,3단계_자립_적응
216,train,0,2,2단계_부분_적응
217,train,0,2,2단계_부분_적응
218,train,0,2,2단계_부분_적응
219,train,2,3,3단계_자립_적응
220,train,1,1,1단계_완전_소외
221,train,0,2,2단계_부분_적응
222,train,0,2,2단계_부분_적응
223,train,1,1,1단계_완전_소외
224,train,1,1,1단계_완전_소외
225,train,1,1,1단계_완전_소외
226,train,0,2,2단계_부분_적응
227,train,1,1,1단계_완전_소외
228,train,2,3,3단계_자립_적응
229,train,2,3,3단계_자립_적응
230,train,1,1,1단계_완전_소외
231,train,0,2,2단계_부분_적응
232,train,2,3,3단계_자립_적응
233,train,2,3,3단계_자립_적응
234,train,0,2,2단계_부분_적응
235,train,0,2,2단계_부분_적응
236,train,2,3,3단계_자립_적응
237,train,0,2,2단계_부분_적응
238,train,0,2,2단계_부분_적응
239,train,0,2,2단계_부분_적응
240,train,0,2,2단계_부분_적응
241,train,1,1,1단계_완전_소외
242,train,2,3,3단계_자립_적응
243,train,0,2,2단계_부분_적응
244,train,2,3,3단계_자립_적응
245,train,0,2,2단계_부분_적응
246,train,1,1,1단계_완전_소외
247,train,0,2,2단계_부분_적응
248,train,0,2,2단계_부분_적응
249,train,1,1,1단계_완전_소외
250,train,1,1,1단계_완전_소외
251,train,1,1,1단계_완전_소외
252,train,1,1,1단계_완전_소외
253,train,0,2,2단계_부분_적응
254,train,2,3,3단계_자립_적응
255,train,0,2,2단계_부분_적응
256,train,0,2,2단계_부분_적응
257,train,1,1,1단계_완전_소외
258,train,2,3,3단계_자립_적응
259,train,2,3,3단계_자립_적응
260,train,2,3,3단계_자립_적응
261,train,1,1,1단계_완전_소외
262,train,1,1,1단계_완전_소외
263,train,1,1,1단계_완전_소외
264,train,2,3,3단계_자립_적응
265,train,1,1,1단계_완전_소외
266,train,0,2,2단계_부분_적응
267,train,0,2,2단계_부분_적응
268,train,1,1,1단계_완전_소외
269,train,1,1,1단계_완전_소외
270,train,2,3,3단계_자립_적응
271,train,0,2,2단계_부분_적응
272,train,0,2,2단계_부분_적응
273,train,1,1,1단계_완전_소외
274,train,1,1,1단계_완전_소외
275,train,2,3,3단계_자립_적응
276,train,0,2,2단계_부분_적응
277,train,2,3,3단계_자립_적응
278,train,1,1,1단계_완전_소외
279,train,1,1,1단계_완전_소외
280,train,1,1,1단계_완전_소외
281,train,2,3,3단계_자립_적응
282,train,0,2,2단계_부분_적응
283,train,1,1,1단계_완전_소외
284,train,0,2,2단계_부분_적응
285,train,1,1,1단계_완전_소외
286,train,2,3,3단계_자립_적응
287,train,1,1,1단계_완전_소외
288,train,1,1,1단계_완전_소외
289,train,0,2,2단계_부분_적응
290,train,1,1,1단계_완전_소외
291,train,1,1,1단계_완전_소외
292,train,2,3,3단계_자립_적응
293,train,2,3,3단계_자립_적응
294,train,2,3,3단계_자립_적응
295,train,1,1,1단계_완전_소외
296,train,0,2,2단계_부분_적응
297,train,2,3,3단계_자립_적응
298,train,1,1,1단계_완전_소외
299,train,1,1,1단계_완전_소외
300,train,0,2,2단계_부분_적응
301,train,0,2,2단계_부분_적응
302,train,1,1,1단계_완전_소외
303,train,1,1,1단계_완전_소외
304,train,0,2,2단계_부분_적응
305,train,0,2,2단계_부분_적응
306,train,2,3,3단계_자립_적응
307,train,2,3,3단계_자립_적응
308,train,1,1,1단계_완전_소외
309,train,1,1,1단계_완전_소외
310,train,2,3,3단계_자립_적응
311,train,1,1,1단계_완전_소외
312,train,2,3,3단계_자립_적응
313,train,1,1,1단계_완전_소외
314,train,2,3,3단계_자립_적응
315,train,1,1,1단계_완전_소외
316,train,0,2,2단계_부분_적응
317,train,1,1,1단계_완전_소외
318,train,0,2,2단계_부분_적응
319,train,1,1,1단계_완전_소외
320,train,0,2,2단계_부분_적응
321,train,2,3,3단계_자립_적응
322,train,1,1,1단계_완전_소외
323,train,1,1,1단계_완전_소외
324,train,1,1,1단계_완전_소외
325,train,2,3,3단계_자립_적응
326,train,2,3,3단계_자립_적응
327,train,0,2,2단계_부분_적응
328,train,0,2,2단계_부분_적응
329,train,1,1,1단계_완전_소외
330,train,2,3,3단계_자립_적응
331,train,0,2,2단계_부분_적응
332,train,2,3,3단계_자립_적응
333,train,2,3,3단계_자립_적응
334,train,2,3,3단계_자립_적응
335,train,2,3,3단계_자립_적응
336,train,0,2,2단계_부분_적응
337,train,0,2,2단계_부분_적응
338,train,2,3,3단계_자립_적응
339,train,0,2,2단계_부분_적응
340,train,1,1,1단계_완전_소외
341,train,2,3,3단계_자립_적응
342,train,2,3,3단계_자립_적응
343,train,1,1,1단계_완전_소외
344,train,1,1,1단계_완전_소외
345,train,1,1,1단계_완전_소외
346,train,0,2,2단계_부분_적응
347,train,1,1,1단계_완전_소외
348,train,0,2,2단계_부분_적응
349,train,1,1,1단계_완전_소외
350,train,1,1,1단계_완전_소외
351,train,1,1,1단계_완전_소외
352,train,2,3,3단계_자립_적응
353,train,0,2,2단계_부분_적응
354,train,1,1,1단계_완전_소외
355,train,2,3,3단계_자립_적응
356,train,0,2,2단계_부분_적응
357,train,1,1,1단계_완전_소외
358,train,0,2,2단계_부분_적응
359,train,1,1,1단계_완전_소외
360,train,0,2,2단계_부분_적응
361,train,0,2,2단계_부분_적응
362,train,1,1,1단계_완전_소외
363,train,1,1,1단계_완전_소외
364,train,1,1,1단계_완전_소외
365,train,1,1,1단계_완전_소외
366,train,0,2,2단계_부분_적응
367,train,1,1,1단계_완전_소외
368,train,2,3,3단계_자립_적응
369,train,2,3,3단계_자립_적응
370,train,1,1,1단계_완전_소외
371,train,0,2,2단계_부분_적응
372,train,2,3,3단계_자립_적응
373,train,0,2,2단계_부분_적응
374,train,0,2,2단계_부분_적응
375,train,1,1,1단계_완전_소외
376,train,2,3,3단계_자립_적응
377,train,1,1,1단계_완전_소외
378,train,2,3,3단계_자립_적응
379,train,2,3,3단계_자립_적응
380,train,2,3,3단계_자립_적응
381,train,1,1,1단계_완전_소외
382,train,0,2,2단계_부분_적응
383,train,0,2,2단계_부분_적응
384,train,0,2,2단계_부분_적응
385,train,1,1,1단계_완전_소외
386,train,0,2,2단계_부분_적응
387,train,2,3,3단계_자립_적응
388,train,0,2,2단계_부분_적응
389,train,1,1,1단계_완전_소외
390,train,1,1,1단계_완전_소외
391,train,1,1,1단계_완전_소외
392,train,1,1,1단계_완전_소외
393,train,2,3,3단계_자립_적응
394,train,0,2,2단계_부분_적응
395,train,0,2,2단계_부분_적응
396,train,0,2,2단계_부분_적응
397,train,2,3,3단계_자립_적응
398,train,1,1,1단계_완전_소외
399,train,2,3,3단계_자립_적응
400,train,2,3,3단계_자립_적응
401,train,1,1,1단계_완전_소외
402,train,2,3,3단계_자립_적응
403,train,2,3,3단계_자립_적응
404,train,2,3,3단계_자립_적응
405,train,2,3,3단계_자립_적응
406,train,0,2,2단계_부분_적응
407,train,0,2,2단계_부분_적응
408,train,0,2,2단계_부분_적응
409,train,0,2,2단계_부분_적응
410,train,0,2,2단계_부분_적응
411,train,1,1,1단계_완전_소외
412,train,0,2,2단계_부분_적응
413,train,0,2,2단계_부분_적응
414,train,0,2,2단계_부분_적응
415,train,0,2,2단계_부분_적응
416,train,1,1,1단계_완전_소외
417,train,1,1,1단계_완전_소외
418,train,1,1,1단계_완전_소외
419,train,1,1,1단계_완전_소외
420,train,1,1,1단계_완전_소외
421,train,1,1,1단계_완전_소외
422,train,2,3,3단계_자립_적응
423,train,1,1,1단계_완전_소외
424,train,1,1,1단계_완전_소외
425,train,1,1,1단계_완전_소외
426,train,0,2,2단계_부분_적응
427,train,1,1,1단계_완전_소외
428,train,0,2,2단계_부분_적응
429,train,0,2,2단계_부분_적응
430,train,1,1,1단계_완전_소외
431,train,1,1,1단계_완전_소외
432,train,2,3,3단계_자립_적응
433,train,1,1,1단계_완전_소외
434,train,2,3,3단계_자립_적응
435,train,0,2,2단계_부분_적응
436,train,1,1,1단계_완전_소외
437,train,1,1,1단계_완전_소외
438,train,2,3,3단계_자립_적응
439,train,0,2,2단계_부분_적응
440,train,2,3,3단계_자립_적응
441,train,2,3,3단계_자립_적응
442,train,2,3,3단계_자립_적응
443,train,2,3,3단계_자립_적응
444,train,0,2,2단계_부분_적응
445,train,1,1,1단계_완전_소외
446,train,1,1,1단계_완전_소외
447,train,1,1,1단계_완전_소외
448,train,1,1,1단계_완전_소외
449,train,1,1,1단계_완전_소외
450,train,0,2,2단계_부분_적응
451,train,0,2,2단계_부분_적응
452,train,2,3,3단계_자립_적응
453,train,0,2,2단계_부분_적응
454,train,1,1,1단계_완전_소외
455,train,1,1,1단계_완전_소외
456,train,0,2,2단계_부분_적응
457,train,2,3,3단계_자립_적응
458,train,0,2,2단계_부분_적응
459,train,1,1,1단계_완전_소외
460,train,1,1,1단계_완전_소외
461,train,0,2,2단계_부분_적응
462,train,0,2,2단계_부분_적응
463,train,2,3,3단계_자립_적응
464,train,0,2,2단계_부분_적응
465,train,1,1,1단계_완전_소외
466,train,2,3,3단계_자립_적응
467,train,1,1,1단계_완전_소외
468,train,1,1,1단계_완전_소외
469,train,1,1,1단계_완전_소외
470,train,0,2,2단계_부분_적응
471,train,1,1,1단계_완전_소외
472,train,0,2,2단계_부분_적응
473,train,2,3,3단계_자립_적응
474,train,1,1,1단계_완전_소외
475,train,1,1,1단계_완전_소외
476,train,0,2,2단계_부분_적응
477,train,0,2,2단계_부분_적응
478,train,0,2,2단계_부분_적응
479,train,2,3,3단계_자립_적응
480,train,0,2,2단계_부분_적응
481,train,2,3,3단계_자립_적응
482,train,0,2,2단계_부분_적응
483,train,0,2,2단계_부분_적응
484,train,2,3,3단계_자립_적응
485,train,1,1,1단계_완전_소외
486,train,0,2,2단계_부분_적응
487,train,0,2,2단계_부분_적응
488,train,2,3,3단계_자립_적응
489,train,1,1,1단계_완전_소외
490,train,1,1,1단계_완전_소외
491,train,2,3,3단계_자립_적응
492,train,0,2,2단계_부분_적응
493,train,0,2,2단계_부분_적응
494,train,2,3,3단계_자립_적응
495,train,0,2,2단계_부분_적응
496,train,1,1,1단계_완전_소외
497,train,0,2,2단계_부분_적응
498,train,2,3,3단계_자립_적응
499,train,1,1,1단계_완전_소외
500,train,0,2,2단계_부분_적응
501,train,0,2,2단계_부분_적응
502,train,0,2,2단계_부분_적응
503,train,2,3,3단계_자립_적응
504,train,1,1,1단계_완전_소외
505,train,0,2,2단계_부분_적응
506,train,1,1,1단계_완전_소외
507,train,1,1,1단계_완전_소외
508,train,1,1,1단계_완전_소외
509,train,2,3,3단계_자립_적응
510,train,1,1,1단계_완전_소외
511,train,0,2,2단계_부분_적응
512,train,1,1,1단계_완전_소외
513,train,2,3,3단계_자립_적응
514,train,2,3,3단계_자립_적응
515,train,1,1,1단계_완전_소외
516,train,1,1,1단계_완전_소외
517,train,0,2,2단계_부분_적응
518,train,2,3,3단계_자립_적응
519,train,0,2,2단계_부분_적응
520,train,2,3,3단계_자립_적응
521,train,0,2,2단계_부분_적응
522,train,0,2,2단계_부분_적응
523,train,0,2,2단계_부분_적응
524,train,0,2,2단계_부분_적응
525,train,0,2,2단계_부분_적응
526,train,1,1,1단계_완전_소외
527,train,1,1,1단계_완전_소외
528,train,1,1,1단계_완전_소외
529,train,1,1,1단계_완전_소외
530,train,0,2,2단계_부분_적응
531,train,1,1,1단계_완전_소외
532,train,0,2,2단계_부분_적응
533,train,1,1,1단계_완전_소외
534,train,1,1,1단계_완전_소외
535,train,0,2,2단계_부분_적응
536,train,1,1,1단계_완전_소외
537,train,1,1,1단계_완전_소외
538,train,2,3,3단계_자립_적응
539,train,1,1,1단계_완전_소외
540,train,2,3,3단계_자립_적응
541,train,0,2,2단계_부분_적응
542,train,0,2,2단계_부분_적응
543,train,0,2,2단계_부분_적응
544,train,2,3,3단계_자립_적응
545,train,1,1,1단계_완전_소외
546,train,2,3,3단계_자립_적응
547,train,0,2,2단계_부분_적응
548,train,0,2,2단계_부분_적응
549,train,0,2,2단계_부분_적응
550,train,1,1,1단계_완전_소외
551,train,2,3,3단계_자립_적응
552,train,1,1,1단계_완전_소외
553,train,0,2,2단계_부분_적응
554,train,0,2,2단계_부분_적응
555,train,1,1,1단계_완전_소외
556,train,2,3,3단계_자립_적응
557,train,1,1,1단계_완전_소외
558,train,1,1,1단계_완전_소외
559,train,2,3,3단계_자립_적응
560,train,1,1,1단계_완전_소외
561,train,0,2,2단계_부분_적응
562,train,0,2,2단계_부분_적응
563,train,1,1,1단계_완전_소외
564,train,2,3,3단계_자립_적응
565,train,2,3,3단계_자립_적응
566,train,2,3,3단계_자립_적응
567,train,0,2,2단계_부분_적응
568,train,1,1,1단계_완전_소외
569,train,0,2,2단계_부분_적응
570,train,0,2,2단계_부분_적응
571,train,0,2,2단계_부분_적응
572,train,1,1,1단계_완전_소외
573,train,0,2,2단계_부분_적응
574,train,1,1,1단계_완전_소외
575,train,1,1,1단계_완전_소외
576,train,2,3,3단계_자립_적응
577,train,2,3,3단계_자립_적응
578,train,2,3,3단계_자립_적응
579,train,1,1,1단계_완전_소외
580,train,2,3,3단계_자립_적응
581,train,0,2,2단계_부분_적응
582,train,0,2,2단계_부분_적응
583,train,0,2,2단계_부분_적응
584,train,0,2,2단계_부분_적응
585,train,0,2,2단계_부분_적응
586,train,2,3,3단계_자립_적응
587,train,1,1,1단계_완전_소외
588,train,0,2,2단계_부분_적응
589,train,0,2,2단계_부분_적응
590,train,0,2,2단계_부분_적응
591,train,0,2,2단계_부분_적응
592,train,1,1,1단계_완전_소외
593,train,1,1,1단계_완전_소외
594,train,0,2,2단계_부분_적응
595,train,1,1,1단계_완전_소외
596,train,0,2,2단계_부분_적응
597,train,0,2,2단계_부분_적응
598,train,1,1,1단계_완전_소외
599,train,0,2,2단계_부분_적응
600,train,2,3,3단계_자립_적응
601,train,0,2,2단계_부분_적응
602,train,2,3,3단계_자립_적응
603,train,2,3,3단계_자립_적응
604,train,2,3,3단계_자립_적응
605,train,1,1,1단계_완전_소외
606,train,1,1,1단계_완전_소외
607,train,0,2,2단계_부분_적응
608,train,1,1,1단계_완전_소외
609,train,1,1,1단계_완전_소외
610,train,2,3,3단계_자립_적응
611,train,1,1,1단계_완전_소외
612,train,2,3,3단계_자립_적응
613,train,0,2,2단계_부분_적응
614,train,1,1,1단계_완전_소외
615,train,2,3,3단계_자립_적응
616,train,0,2,2단계_부분_적응
617,train,1,1,1단계_완전_소외
618,train,1,1,1단계_완전_소외
619,train,1,1,1단계_완전_소외
620,train,2,3,3단계_자립_적응
621,train,1,1,1단계_완전_소외
622,train,1,1,1단계_완전_소외
623,train,0,2,2단계_부분_적응
624,train,2,3,3단계_자립_적응
625,train,2,3,3단계_자립_적응
626,train,2,3,3단계_자립_적응
627,train,0,2,2단계_부분_적응
628,train,1,1,1단계_완전_소외
629,train,2,3,3단계_자립_적응
630,train,0,2,2단계_부분_적응
631,train,0,2,2단계_부분_적응
632,train,0,2,2단계_부분_적응
633,train,2,3,3단계_자립_적응
634,train,2,3,3단계_자립_적응
635,train,1,1,1단계_완전_소외
636,train,1,1,1단계_완전_소외
637,train,0,2,2단계_부분_적응
638,train,2,3,3단계_자립_적응
639,train,1,1,1단계_완전_소외
640,train,1,1,1단계_완전_소외
641,train,1,1,1단계_완전_소외
642,train,0,2,2단계_부분_적응
643,train,2,3,3단계_자립_적응
644,train,1,1,1단계_완전_소외
645,train,2,3,3단계_자립_적응
646,train,2,3,3단계_자립_적응
647,train,0,2,2단계_부분_적응
648,train,2,3,3단계_자립_적응
649,train,1,1,1단계_완전_소외
650,train,1,1,1단계_완전_소외
651,train,1,1,1단계_완전_소외
652,train,0,2,2단계_부분_적응
653,train,0,2,2단계_부분_적응
654,train,1,1,1단계_완전_소외
655,train,1,1,1단계_완전_소외
656,train,2,3,3단계_자립_적응
657,train,0,2,2단계_부분_적응
658,train,2,3,3단계_자립_적응
659,train,0,2,2단계_부분_적응
660,train,0,2,2단계_부분_적응
661,train,1,1,1단계_완전_소외
662,train,1,1,1단계_완전_소외
663,train,0,2,2단계_부분_적응
664,train,0,2,2단계_부분_적응
665,train,0,2,2단계_부분_적응
666,train,1,1,1단계_완전_소외
667,train,1,1,1단계_완전_소외
668,train,2,3,3단계_자립_적응
669,train,0,2,2단계_부분_적응
670,train,1,1,1단계_완전_소외
671,train,0,2,2단계_부분_적응
672,train,1,1,1단계_완전_소외
673,train,1,1,1단계_완전_소외
674,train,1,1,1단계_완전_소외
675,train,2,3,3단계_자립_적응
676,train,0,2,2단계_부분_적응
677,train,0,2,2단계_부분_적응
678,train,1,1,1단계_완전_소외
679,train,0,2,2단계_부분_적응
680,train,2,3,3단계_자립_적응
681,train,1,1,1단계_완전_소외
682,train,1,1,1단계_완전_소외
683,train,0,2,2단계_부분_적응
684,train,1,1,1단계_완전_소외
685,train,2,3,3단계_자립_적응
686,train,2,3,3단계_자립_적응
687,train,0,2,2단계_부분_적응
688,train,0,2,2단계_부분_적응
689,train,0,2,2단계_부분_적응
690,train,1,1,1단계_완전_소외
691,train,0,2,2단계_부분_적응
692,train,1,1,1단계_완전_소외
693,train,2,3,3단계_자립_적응
694,train,2,3,3단계_자립_적응
695,train,2,3,3단계_자립_적응
696,train,1,1,1단계_완전_소외
697,train,0,2,2단계_부분_적응
698,train,0,2,2단계_부분_적응
699,train,2,3,3단계_자립_적응
700,train,1,1,1단계_완전_소외
701,train,0,2,2단계_부분_적응
702,train,2,3,3단계_자립_적응
703,train,0,2,2단계_부분_적응
704,train,0,2,2단계_부분_적응
705,train,0,2,2단계_부분_적응
706,train,1,1,1단계_완전_소외
707,train,1,1,1단계_완전_소외
708,train,1,1,1단계_완전_소외
709,train,1,1,1단계_완전_소외
710,train,1,1,1단계_완전_소외
711,train,2,3,3단계_자립_적응
712,train,0,2,2단계_부분_적응
713,train,0,2,2단계_부분_적응
714,train,2,3,3단계_자립_적응
715,train,0,2,2단계_부분_적응
716,train,1,1,1단계_완전_소외
717,train,1,1,1단계_완전_소외
718,train,1,1,1단계_완전_소외
719,train,2,3,3단계_자립_적응
720,train,0,2,2단계_부분_적응
721,train,1,1,1단계_완전_소외
722,train,1,1,1단계_완전_소외
723,train,1,1,1단계_완전_소외
724,train,2,3,3단계_자립_적응
725,train,2,3,3단계_자립_적응
726,train,0,2,2단계_부분_적응
727,train,1,1,1단계_완전_소외
728,train,1,1,1단계_완전_소외
729,train,1,1,1단계_완전_소외
730,train,2,3,3단계_자립_적응
731,train,1,1,1단계_완전_소외
732,train,2,3,3단계_자립_적응
733,train,0,2,2단계_부분_적응
734,train,2,3,3단계_자립_적응
735,train,1,1,1단계_완전_소외
736,train,1,1,1단계_완전_소외
737,train,1,1,1단계_완전_소외
738,train,1,1,1단계_완전_소외
739,train,2,3,3단계_자립_적응
740,train,1,1,1단계_완전_소외
741,train,2,3,3단계_자립_적응
742,train,0,2,2단계_부분_적응
743,train,0,2,2단계_부분_적응
744,train,2,3,3단계_자립_적응
745,train,2,3,3단계_자립_적응
746,train,1,1,1단계_완전_소외
747,train,2,3,3단계_자립_적응
748,train,2,3,3단계_자립_적응
749,train,2,3,3단계_자립_적응
750,train,1,1,1단계_완전_소외
751,train,0,2,2단계_부분_적응
752,train,0,2,2단계_부분_적응
753,train,1,1,1단계_완전_소외
754,train,2,3,3단계_자립_적응
755,train,1,1,1단계_완전_소외
756,train,0,2,2단계_부분_적응
757,train,0,2,2단계_부분_적응
758,train,0,2,2단계_부분_적응
759,train,2,3,3단계_자립_적응
760,train,0,2,2단계_부분_적응
761,train,1,1,1단계_완전_소외
762,train,2,3,3단계_자립_적응
763,train,1,1,1단계_완전_소외
764,train,1,1,1단계_완전_소외
765,train,0,2,2단계_부분_적응
766,train,2,3,3단계_자립_적응
767,train,1,1,1단계_완전_소외
768,train,0,2,2단계_부분_적응
769,train,0,2,2단계_부분_적응
770,train,1,1,1단계_완전_소외
771,train,1,1,1단계_완전_소외
772,train,2,3,3단계_자립_적응
773,train,0,2,2단계_부분_적응
774,train,0,2,2단계_부분_적응
